train_loss,Time,val_loss,val_auc,pseudo_loss,pseudo_auc
0.15414488924151185,2443.0,0.058010906363749726,0.8381891755184623,0.029438558781654963,0.9535936685935446
0.13270508155325692,2442.0,0.05640099326945638,0.8560432473444612,0.029421148797290686,0.9634203322830608
0.1204183861854804,2434.0,0.0495929915232626,0.8861153262518967,0.030073731469297926,0.99089074685125
0.11380812796858678,2435.0,0.05007423932805071,0.8939264036418817,0.01973257233561888,0.9868323120053588
0.12765748343767364,2441.0,0.06834767533133004,0.8853603945371775,0.01763026073366506,0.976126975463319
0.12369021010629466,2442.0,0.04645112793884574,0.9074241274658573,0.021166513669312874,0.9899335103083832
0.1207226630649046,2443.0,0.046249110383274096,0.9074443601416287,0.022865369626120676,0.9899004308598176
0.11624324144439814,2441.0,0.05050402825253686,0.9141894284269094,0.014144251464442344,0.9911078307324616
,,0.048012902915779684,0.8968348507840163,,
0.11321157905284224,2441.0,0.05636521819134369,0.891665402124431,0.017657377350354858,0.9769787712638831
0.11425334363607415,2442.0,0.04656406351123993,0.9093563480020233,0.02071089011149956,0.9850604940415644
0.11080965251382673,2444.0,0.04439450918266819,0.9156626201315125,0.02496883112071937,0.9867475459184095
0.10845544828509784,2442.0,0.04360026577483425,0.9201024279210925,0.025270432287508554,0.9865759462789755
0.1088643639493185,2442.0,0.04857923529256264,0.9121446636317653,0.01885041028441011,0.9897184938927068
0.10709065748811687,2442.0,0.05032990097095446,0.9212923621648963,0.013103815688457409,0.9900162089297971
0.10645293901485504,2441.0,0.0468833919859317,0.9208093070308548,0.03276916067501701,0.9932621298202959
0.10564941105618661,2441.0,0.05171149023727714,0.909943095599393,0.014566756389516626,0.9909176239032095
0.10274924151386747,2442.0,0.047753017232004064,0.9161342943854325,0.01445725871283612,0.9916970584100364
0.0993334932619829,2442.0,0.04381784505326122,0.9296901871522509,0.012398771201578137,0.9968491825241274
0.09764507924216351,2441.0,0.04311851064284881,0.931197521497218,0.012623944758462445,0.9975273112197219
0.09770653682763214,2442.0,0.041394058626555284,0.9336570561456752,0.01478236236212194,0.9980937967764077
0.09676672581058958,2443.0,0.0404883548217749,0.9338214466363176,0.01942728048607294,0.9965597373491784
0.09515189886925221,2442.0,0.052651639787518814,0.9339124936772889,0.007389015704032191,0.9987119689714773
0.09484471318488175,2443.0,0.04481012779090962,0.9346648963075366,0.011141716821240044,0.9974694221847321
0.0936379376821423,2443.0,0.04405654010652435,0.9331133029843197,0.012618746516869813,0.9963343836058253
0.09386294988547744,2445.0,0.04370496511844118,0.939165402124431,0.010348001748855704,0.9980545149312361
0.09297573138013561,2442.0,0.04251683211828989,0.9351087506322712,0.01143854604665773,0.9973371043904697
0.09009947151308088,2442.0,0.04009188822898595,0.9374822964087001,0.014582680747573707,0.9979408043267919
0.08796278410430079,2444.0,0.039833080032684966,0.9350075872534143,0.016814148365794677,0.9982529916226296
0.08970009186788425,2442.0,0.0391257710950377,0.9399898836621143,0.012762307781610678,0.9986065282291744
0.08845432590374375,2442.0,0.03936498923552155,0.9385698027314112,0.016106184357050163,0.9977692046873579
0.08796848290438261,2443.0,0.040292230301493745,0.9391312594840667,0.010564632730410603,0.9981537532769328
